"Year","Fourseam","Change","Slider","pfx_var","mlbam_id","Sinker","Curve","Split","Cutter","Knuckler","Slow Curve","Screwball"
"2011","8.38","4.33","-2.40","pfx_z",451773,NA,"0.00",NA,NA,NA,NA,NA
"2012","9.44","4.10","-3.03","pfx_z",451773,NA,"-7.95",NA,NA,NA,NA,NA
"2013","9.18","3.55","-2.86","pfx_z",451773,NA,"-8.22",NA,NA,NA,NA,NA
"2014","7.93","3.17","0.00","pfx_z",451773,NA,"-7.53",NA,NA,NA,NA,NA
"2011","-1.41","-6.41","4.23","pfx_x",451773,NA,"0.00",NA,NA,NA,NA,NA
"2012","-1.37","-5.38","3.91","pfx_x",451773,NA,"6.35",NA,NA,NA,NA,NA
"2013","-1.87","-6.44","3.54","pfx_x",451773,NA,"5.45",NA,NA,NA,NA,NA
"2014","-0.30","-4.40","0.00","pfx_x",451773,NA,"4.90",NA,NA,NA,NA,NA
"2011","96.82","84.91","86.54","maxmph",451773,NA,"0.00",NA,NA,NA,NA,NA
"2012","96.85","85.27","85.83","maxmph",451773,NA,"82.72",NA,NA,NA,NA,NA
"2013","99.53","91.04","87.20","maxmph",451773,NA,"86.55",NA,NA,NA,NA,NA
"2014","93.34","85.89","0.00","maxmph",451773,NA,"79.04",NA,NA,NA,NA,NA
"2011","94.85","84.91","83.98","mph",451773,NA,"0.00",NA,NA,NA,NA,NA
"2012","92.73","84.76","84.16","mph",451773,NA,"80.32",NA,NA,NA,NA,NA
"2013","95.16","87.87","83.77","mph",451773,NA,"81.73",NA,NA,NA,NA,NA
"2014","90.53","83.59","0.00","mph",451773,NA,"78.36",NA,NA,NA,NA,NA
"2008","3.07","7.14",NA,"bway",448842,NA,"0.00",NA,NA,NA,NA,NA
"2009","3.45","0.00",NA,"bway",448842,NA,"0.00",NA,NA,NA,NA,NA
"2011","3.97","1.52",NA,"bway",448842,NA,"6.25",NA,NA,NA,NA,NA
"2012","0.00","0.00",NA,"bway",448842,NA,"0.00",NA,NA,NA,NA,NA
"2008","-0.28","-0.86",NA,"vloc",448842,NA,"-0.37",NA,NA,NA,NA,NA
"2009","-0.35","-2.16",NA,"vloc",448842,NA,"0.00",NA,NA,NA,NA,NA
"2011","-0.51","-1.12",NA,"vloc",448842,NA,"-1.49",NA,NA,NA,NA,NA
"2012","-0.83","-1.90",NA,"vloc",448842,NA,"0.00",NA,NA,NA,NA,NA
"2008","0.11","0.39",NA,"hloc",448842,NA,"0.94",NA,NA,NA,NA,NA
"2009","0.45","0.21",NA,"hloc",448842,NA,"0.00",NA,NA,NA,NA,NA
"2011","0.39","0.61",NA,"hloc",448842,NA,"0.32",NA,NA,NA,NA,NA
"2012","-0.22","0.32",NA,"hloc",448842,NA,"0.00",NA,NA,NA,NA,NA
"2008","8.50","4.17",NA,"pfx_z",448842,NA,"-4.51",NA,NA,NA,NA,NA
"2009","10.15","5.42",NA,"pfx_z",448842,NA,"0.00",NA,NA,NA,NA,NA
"2011","7.80","2.01",NA,"pfx_z",448842,NA,"-3.05",NA,NA,NA,NA,NA
"2012","6.46","1.56",NA,"pfx_z",448842,NA,"0.00",NA,NA,NA,NA,NA
"2008","-5.26","-9.04",NA,"pfx_x",448842,NA,"3.58",NA,NA,NA,NA,NA
"2009","-3.78","-8.68",NA,"pfx_x",448842,NA,"0.00",NA,NA,NA,NA,NA
"2011","-2.99","-4.66",NA,"pfx_x",448842,NA,"2.70",NA,NA,NA,NA,NA
"2012","-2.06","-3.32",NA,"pfx_x",448842,NA,"0.00",NA,NA,NA,NA,NA
"2008","98.41","89.68",NA,"maxmph",448842,NA,"81.28",NA,NA,NA,NA,NA
"2009","97.07","89.08",NA,"maxmph",448842,NA,"0.00",NA,NA,NA,NA,NA
"2011","95.93","88.05",NA,"maxmph",448842,NA,"82.71",NA,NA,NA,NA,NA
"2012","94.63","85.58",NA,"maxmph",448842,NA,"0.00",NA,NA,NA,NA,NA
"2008","94.63","86.70",NA,"mph",448842,NA,"80.89",NA,NA,NA,NA,NA
"2009","94.47","87.50",NA,"mph",448842,NA,"0.00",NA,NA,NA,NA,NA
"2011","92.30","85.27",NA,"mph",448842,NA,"79.49",NA,NA,NA,NA,NA
"2012","91.32","84.38",NA,"mph",448842,NA,"0.00",NA,NA,NA,NA,NA
"2010","0.00","0.00","0.00","bway",518603,"0.00","0.00",NA,"0.00",NA,NA,NA
"2011","3.23","0.00","5.00","bway",518603,"0.00","0.00",NA,"0.00",NA,NA,NA
"2012","3.85","0.00","6.00","bway",518603,"7.50","0.00",NA,"0.00",NA,NA,NA
"2013","6.20","0.00","2.63","bway",518603,"7.93","0.00",NA,"16.67",NA,NA,NA
"2014","8.02","5.26","4.46","bway",518603,"7.51","0.00",NA,"0.00",NA,NA,NA
"2015","6.99","0.00","3.37","bway",518603,"4.27","0.00",NA,"0.00",NA,NA,NA
"2010","0.54","0.00","-1.35","vloc",518603,"0.00","0.00",NA,"0.00",NA,NA,NA
"2011","0.28","0.00","-0.87","vloc",518603,"0.56","0.00",NA,"0.00",NA,NA,NA
"2012","0.54","-0.71","-0.83","vloc",518603,"0.20","0.00",NA,"0.00",NA,NA,NA
"2013","0.23","-0.90","-1.15","vloc",518603,"-0.12","0.00",NA,"-0.27",NA,NA,NA
"2014","0.12","-0.91","-1.04","vloc",518603,"-0.19","0.00",NA,"0.63",NA,NA,NA
"2015","0.01","-1.30","-1.25","vloc",518603,"-0.48","-2.40",NA,"0.00",NA,NA,NA
"2010","-0.47","0.00","0.98","hloc",518603,"0.00","0.00",NA,"0.00",NA,NA,NA
"2011","-0.38","0.00","0.63","hloc",518603,"0.74","0.00",NA,"0.00",NA,NA,NA
"2012","0.12","1.66","0.40","hloc",518603,"-0.02","0.00",NA,"0.00",NA,NA,NA
"2013","-0.05","0.82","0.13","hloc",518603,"0.20","0.00",NA,"0.20",NA,NA,NA
"2014","0.13","0.79","0.34","hloc",518603,"0.23","0.00",NA,"-0.57",NA,NA,NA
"2015","0.12","0.59","0.28","hloc",518603,"0.22","-0.24",NA,"0.00",NA,NA,NA
"2010","9.35","0.00","-0.40","pfx_z",518603,"0.00","0.00",NA,"0.00",NA,NA,NA
"2011","8.37","0.00","-1.93","pfx_z",518603,"3.83","0.00",NA,"0.00",NA,NA,NA
"2012","8.76","3.01","-0.90","pfx_z",518603,"5.89","0.00",NA,"0.00",NA,NA,NA
"2013","7.48","2.05","-1.62","pfx_z",518603,"5.87","0.00",NA,"5.93",NA,NA,NA
"2014","7.58","2.01","-1.01","pfx_z",518603,"5.84","0.00",NA,"1.97",NA,NA,NA
"2015","7.59","0.78","-1.61","pfx_z",518603,"4.68","-7.07",NA,"0.00",NA,NA,NA
"2010","-6.34","0.00","1.54","pfx_x",518603,"0.00","0.00",NA,"0.00",NA,NA,NA
"2011","-5.54","0.00","0.46","pfx_x",518603,"-9.20","0.00",NA,"0.00",NA,NA,NA
"2012","-6.77","-7.68","-0.30","pfx_x",518603,"-9.14","0.00",NA,"0.00",NA,NA,NA
"2013","-5.16","-7.44","2.04","pfx_x",518603,"-7.67","0.00",NA,"-0.36",NA,NA,NA
"2014","-6.18","-7.24","1.83","pfx_x",518603,"-8.13","0.00",NA,"0.99",NA,NA,NA
"2015","-5.56","-7.30","1.75","pfx_x",518603,"-8.94","6.03",NA,"0.00",NA,NA,NA
"2010","94.47","0.00","83.38","maxmph",518603,"0.00","0.00",NA,"0.00",NA,NA,NA
"2011","95.67","0.00","85.69","maxmph",518603,"92.52","0.00",NA,"0.00",NA,NA,NA
"2012","96.66","88.18","86.35","maxmph",518603,"96.34","0.00",NA,"0.00",NA,NA,NA
"2013","96.92","87.90","86.80","maxmph",518603,"97.37","0.00",NA,"93.67",NA,NA,NA
"2014","95.22","87.19","85.50","maxmph",518603,"94.75","0.00",NA,"90.60",NA,NA,NA
"2015","96.41","89.10","87.18","maxmph",518603,"95.25","75.52",NA,"0.00",NA,NA,NA
"2010","94.47","0.00","83.10","mph",518603,"0.00","0.00",NA,"0.00",NA,NA,NA
"2011","93.14","0.00","83.92","mph",518603,"92.41","0.00",NA,"0.00",NA,NA,NA
"2012","94.25","86.00","84.69","mph",518603,"93.89","0.00",NA,"0.00",NA,NA,NA
"2013","94.01","86.62","83.98","mph",518603,"94.05","0.00",NA,"92.37",NA,NA,NA
"2014","92.67","84.93","82.17","mph",518603,"92.11","0.00",NA,"90.60",NA,NA,NA
"2015","92.69","85.79","82.25","mph",518603,"90.78","75.05",NA,"0.00",NA,NA,NA
"2009","6.56","3.57","1.89","bway",451584,"0.00","5.41",NA,"0.00",NA,NA,NA
"2010","6.35","4.92","3.66","bway",451584,"2.25","6.56",NA,"0.00",NA,NA,NA
"2011","5.28","0.00","3.99","bway",451584,"3.11","5.36",NA,"0.00",NA,NA,NA
"2012","7.69","2.78","0.00","bway",451584,"3.39","2.79",NA,"2.94",NA,NA,NA
"2013","4.43","9.59","0.00","bway",451584,"2.81","8.11",NA,"3.64",NA,NA,NA
"2014","6.89","0.00","0.00","bway",451584,"0.00","4.35",NA,"3.68",NA,NA,NA
"2015","4.16","0.00","0.00","bway",451584,"0.00","3.27",NA,"5.88",NA,NA,NA
"2009","0.02","-0.58","-0.80","vloc",451584,"-0.77","-0.55",NA,"0.00",NA,NA,NA
"2010","0.02","-1.05","-0.69","vloc",451584,"-0.67","-0.55",NA,"0.00",NA,NA,NA
"2011","0.13","-0.80","-0.81","vloc",451584,"-0.60","-0.77",NA,"0.00",NA,NA,NA
"2012","0.15","-1.29","0.00","vloc",451584,"-0.39","-0.91",NA,"-0.47",NA,NA,NA
"2013","0.14","-0.49","0.00","vloc",451584,"-0.62","-0.74",NA,"-0.50",NA,NA,NA
"2014","0.19","-0.23","-1.97","vloc",451584,"-0.40","-1.04",NA,"-0.49",NA,NA,NA
"2015","-0.07","-0.82","0.00","vloc",451584,"-0.80","-1.24",NA,"-0.32",NA,NA,NA
"2009","0.31","1.04","0.51","hloc",451584,"0.53","0.31",NA,"0.00",NA,NA,NA
"2010","0.34","0.40","0.62","hloc",451584,"0.36","0.35",NA,"0.00",NA,NA,NA
"2011","0.25","0.77","0.44","hloc",451584,"0.00","0.13",NA,"0.00",NA,NA,NA
"2012","0.26","0.27","0.00","hloc",451584,"-0.36","0.27",NA,"0.51",NA,NA,NA
"2013","0.36","0.56","0.00","hloc",451584,"-0.15","0.11",NA,"0.28",NA,NA,NA
"2014","0.39","0.89","-0.10","hloc",451584,"-1.01","0.20",NA,"0.42",NA,NA,NA
"2015","0.45","2.63","0.00","hloc",451584,"0.58","0.06",NA,"0.14",NA,NA,NA
"2009","11.08","7.43","0.67","pfx_z",451584,"5.49","-7.53",NA,"0.00",NA,NA,NA
"2010","10.77","7.13","2.22","pfx_z",451584,"6.48","-6.46",NA,"0.00",NA,NA,NA
"2011","10.67","5.68","3.58","pfx_z",451584,"6.06","-6.71",NA,"0.00",NA,NA,NA
"2012","11.15","5.99","0.00","pfx_z",451584,"6.59","-6.40",NA,"4.69",NA,NA,NA
"2013","10.40","6.40","0.00","pfx_z",451584,"6.28","-4.99",NA,"5.50",NA,NA,NA
"2014","10.70","5.99","-3.17","pfx_z",451584,"6.55","-4.67",NA,"4.68",NA,NA,NA
"2015","10.51","3.40","0.00","pfx_z",451584,"5.68","-4.91",NA,"5.36",NA,NA,NA
"2009","-3.44","-7.19","3.61","pfx_x",451584,"-7.69","5.95",NA,"0.00",NA,NA,NA
"2010","-4.28","-7.56","3.10","pfx_x",451584,"-7.78","4.80",NA,"0.00",NA,NA,NA
"2011","-3.32","-6.85","3.49","pfx_x",451584,"-7.53","4.77",NA,"0.00",NA,NA,NA
"2012","-3.23","-6.30","0.00","pfx_x",451584,"-7.25","4.49",NA,"3.07",NA,NA,NA
"2013","-3.03","-6.32","0.00","pfx_x",451584,"-7.55","3.58",NA,"2.10",NA,NA,NA
"2014","-2.67","-6.83","3.36","pfx_x",451584,"-7.44","3.23",NA,"2.50",NA,NA,NA
"2015","-2.18","-6.92","0.00","pfx_x",451584,"-9.36","3.05",NA,"2.28",NA,NA,NA
"2009","95.86","86.47","88.81","maxmph",451584,"94.24","84.11",NA,"0.00",NA,NA,NA
"2010","97.61","90.14","90.41","maxmph",451584,"96.34","86.65",NA,"0.00",NA,NA,NA
"2011","97.32","89.41","94.43","maxmph",451584,"96.15","84.74",NA,"0.00",NA,NA,NA
"2012","98.43","89.61","0.00","maxmph",451584,"96.89","86.62",NA,"93.80",NA,NA,NA
"2013","98.01","89.18","0.00","maxmph",451584,"95.78","87.04",NA,"93.80",NA,NA,NA
"2014","100.04","86.98","86.98","maxmph",451584,"97.64","90.15",NA,"95.88",NA,NA,NA
"2015","100.10","90.73","0.00","maxmph",451584,"97.16","89.59",NA,"96.78",NA,NA,NA
"2009","93.37","83.76","85.75","mph",451584,"91.28","79.35",NA,"0.00",NA,NA,NA
"2010","93.56","85.81","86.69","mph",451584,"91.72","80.41",NA,"0.00",NA,NA,NA
"2011","92.36","85.27","86.82","mph",451584,"90.48","79.44",NA,"0.00",NA,NA,NA
"2012","94.42","86.14","0.00","mph",451584,"92.55","81.81",NA,"89.99",NA,NA,NA
"2013","92.94","86.61","0.00","mph",451584,"91.31","82.39",NA,"89.62",NA,NA,NA
"2014","96.46","86.03","85.63","mph",451584,"95.58","85.38",NA,"92.60",NA,NA,NA
"2015","96.52","90.73","0.00","mph",451584,"96.90","85.08",NA,"93.27",NA,NA,NA
"2015","0.00",NA,"0.00","bway",477195,"0.00",NA,NA,NA,NA,NA,NA
"2015","1.23",NA,"-0.20","vloc",477195,"0.02",NA,NA,NA,NA,NA,NA
"2015","0.12",NA,"0.10","hloc",477195,"0.23",NA,NA,NA,NA,NA,NA
"2015","8.58",NA,"2.25","pfx_z",477195,"4.18",NA,NA,NA,NA,NA,NA
"2015","8.62",NA,"2.19","pfx_x",477195,"11.69",NA,NA,NA,NA,NA,NA
"2015","88.46",NA,"81.87","maxmph",477195,"88.73",NA,NA,NA,NA,NA,NA
"2015","87.56",NA,"79.93","mph",477195,"86.97",NA,NA,NA,NA,NA,NA
"2008","5.54","3.54",NA,"bway",150277,"0.00","5.60",NA,"5.19",NA,NA,NA
"2009","5.43","4.33",NA,"bway",150277,"11.11","3.23",NA,"5.13",NA,NA,NA
"2010","5.74","4.82",NA,"bway",150277,"8.33","3.31",NA,"6.04",NA,NA,NA
"2011","4.12","4.46",NA,"bway",150277,"0.00","7.46",NA,"4.03",NA,NA,NA
"2008","0.06","-0.37",NA,"vloc",150277,"0.00","-0.77",NA,"0.17",NA,NA,NA
"2009","-0.08","-0.81",NA,"vloc",150277,"-0.07","-0.81",NA,"-0.09",NA,NA,NA
"2010","-0.27","-0.68",NA,"vloc",150277,"-0.22","-0.73",NA,"-0.19",NA,NA,NA
"2011","0.09","-0.68",NA,"vloc",150277,"0.56","-0.66",NA,"-0.02",NA,NA,NA
"2008","0.41","0.57",NA,"hloc",150277,"0.00","0.17",NA,"-0.04",NA,NA,NA
"2009","0.40","0.44",NA,"hloc",150277,"0.49","0.19",NA,"-0.06",NA,NA,NA
"2010","0.17","0.34",NA,"hloc",150277,"0.41","0.17",NA,"-0.02",NA,NA,NA
"2011","0.25","0.38",NA,"hloc",150277,"0.22","0.06",NA,"0.02",NA,NA,NA
"2008","10.97","9.53",NA,"pfx_z",150277,"0.00","-8.86",NA,"6.05",NA,NA,NA
"2009","9.76","8.55",NA,"pfx_z",150277,"8.12","-9.62",NA,"5.27",NA,NA,NA
"2010","10.08","8.10",NA,"pfx_z",150277,"7.53","-8.65",NA,"4.56",NA,NA,NA
"2011","10.72","8.53",NA,"pfx_z",150277,"10.29","-6.27",NA,"6.51",NA,NA,NA
"2008","4.12","6.64",NA,"pfx_x",150277,"0.00","-4.56",NA,"-1.66",NA,NA,NA
"2009","6.16","8.01",NA,"pfx_x",150277,"7.49","-4.92",NA,"-1.15",NA,NA,NA
"2010","6.22","8.71",NA,"pfx_x",150277,"9.23","-5.12",NA,"-1.52",NA,NA,NA
"2011","7.16","9.46",NA,"pfx_x",150277,"8.04","-5.03",NA,"-0.59",NA,NA,NA
"2008","88.73","82.86",NA,"maxmph",150277,"0.00","74.50",NA,"87.18",NA,NA,NA
"2009","89.07","82.37",NA,"maxmph",150277,"88.60","73.37",NA,"88.23",NA,NA,NA
"2010","88.31","81.70",NA,"maxmph",150277,"87.89","72.70",NA,"85.63",NA,NA,NA
"2011","88.38","83.07",NA,"maxmph",150277,"84.88","73.46",NA,"85.73",NA,NA,NA
"2008","85.20","78.57",NA,"mph",150277,"0.00","69.68",NA,"83.06",NA,NA,NA
"2009","85.76","78.95",NA,"mph",150277,"86.34","69.72",NA,"83.14",NA,NA,NA
"2010","84.50","77.72",NA,"mph",150277,"84.88","69.14",NA,"81.55",NA,NA,NA
"2011","85.44","79.28",NA,"mph",150277,"84.18","70.25",NA,"82.35",NA,NA,NA
"2012","9.09",NA,NA,"bway",448801,NA,NA,"0.00",NA,NA,NA,NA
"2012","0.55",NA,NA,"vloc",448801,NA,NA,"-0.91",NA,NA,NA,NA
"2012","-0.01",NA,NA,"hloc",448801,NA,NA,"0.25",NA,NA,NA,NA
"2012","4.48",NA,NA,"pfx_z",448801,NA,NA,"6.01",NA,NA,NA,NA
"2012","-6.68",NA,NA,"pfx_x",448801,NA,NA,"-5.85",NA,NA,NA,NA
"2012","91.50",NA,NA,"maxmph",448801,NA,NA,"83.83",NA,NA,NA,NA
"2012","87.97",NA,NA,"mph",448801,NA,NA,"83.83",NA,NA,NA,NA
"2008","5.99","3.10",NA,"bway",434678,"1.57","5.05",NA,"4.05",NA,NA,NA
"2009","5.72","5.25",NA,"bway",434678,"4.30","5.38",NA,"5.75",NA,NA,NA
"2010","6.39","4.60",NA,"bway",434678,"5.68","4.01",NA,"4.29",NA,NA,NA
"2011","6.99","4.52",NA,"bway",434678,"5.24","3.46",NA,"4.55",NA,NA,NA
"2015","7.69","0.00",NA,"bway",434678,"0.00","0.00",NA,"0.00",NA,NA,NA
"2008","-0.12","-0.75",NA,"vloc",434678,"-0.47","-0.94",NA,"-0.72",NA,NA,NA
"2009","-0.12","-0.63",NA,"vloc",434678,"-0.09","-0.73",NA,"-0.64",NA,NA,NA
"2010","0.04","-0.53",NA,"vloc",434678,"-0.15","-0.94",NA,"-0.29",NA,NA,NA
"2011","-0.02","-0.54",NA,"vloc",434678,"-0.14","-0.85",NA,"-0.45",NA,NA,NA
"2015","-0.58","-1.33",NA,"vloc",434678,"0.00","-1.12",NA,"-0.17",NA,NA,NA
"2008","0.42","0.55",NA,"hloc",434678,"0.67","0.31",NA,"0.38",NA,NA,NA
"2009","0.22","0.46",NA,"hloc",434678,"0.13","0.22",NA,"0.37",NA,NA,NA
"2010","0.26","0.56",NA,"hloc",434678,"0.34","0.43",NA,"0.32",NA,NA,NA
"2011","0.32","0.56",NA,"hloc",434678,"0.28","0.30",NA,"0.47",NA,NA,NA
"2015","0.36","0.38",NA,"hloc",434678,"0.00","0.73",NA,"0.47",NA,NA,NA
"2008","11.53","7.94",NA,"pfx_z",434678,"9.64","-6.01",NA,"4.48",NA,NA,NA
"2009","11.86","8.41",NA,"pfx_z",434678,"9.29","-7.70",NA,"4.52",NA,NA,NA
"2010","11.27","7.64",NA,"pfx_z",434678,"8.77","-6.54",NA,"6.25",NA,NA,NA
"2011","9.86","6.29",NA,"pfx_z",434678,"7.74","-6.16",NA,"5.58",NA,NA,NA
"2015","11.33","9.74",NA,"pfx_z",434678,"0.00","-6.04",NA,"5.53",NA,NA,NA
"2008","-3.95","-7.14",NA,"pfx_x",434678,"-7.07","4.66",NA,"1.94",NA,NA,NA
"2009","-3.92","-7.98",NA,"pfx_x",434678,"-7.23","4.81",NA,"1.80",NA,NA,NA
"2010","-4.74","-8.45",NA,"pfx_x",434678,"-7.15","5.44",NA,"1.01",NA,NA,NA
"2011","-6.73","-10.11",NA,"pfx_x",434678,"-8.45","7.11",NA,"0.15",NA,NA,NA
"2015","-5.64","-9.01",NA,"pfx_x",434678,"0.00","6.63",NA,"1.83",NA,NA,NA
"2008","95.24","86.44",NA,"maxmph",434678,"93.96","81.58",NA,"90.62",NA,NA,NA
"2009","95.48","86.76",NA,"maxmph",434678,"94.60","80.95",NA,"91.89",NA,NA,NA
"2010","96.35","87.04",NA,"maxmph",434678,"95.33","85.03",NA,"93.58",NA,NA,NA
"2011","96.33","87.20",NA,"maxmph",434678,"95.69","82.83",NA,"93.67",NA,NA,NA
"2015","91.84","83.70",NA,"maxmph",434678,"0.00","78.34",NA,"88.20",NA,NA,NA
"2008","92.24","83.35",NA,"mph",434678,"91.64","77.68",NA,"87.31",NA,NA,NA
"2009","92.15","83.13",NA,"mph",434678,"91.77","76.89",NA,"87.39",NA,NA,NA
"2010","92.76","83.06",NA,"mph",434678,"92.53","78.70",NA,"89.03",NA,NA,NA
"2011","92.84","83.59",NA,"mph",434678,"91.99","77.50",NA,"88.42",NA,NA,NA
"2015","90.66","82.85",NA,"mph",434678,"0.00","77.39",NA,"86.39",NA,NA,NA
"2012","3.92","0.00","0.00","bway",592244,"0.00","0.00",NA,NA,NA,NA,NA
"2014","2.70","4.23","4.94","bway",592244,"5.83","4.00",NA,NA,NA,NA,NA
"2012","-0.63","-0.09","-0.77","vloc",592244,"0.00","-0.42",NA,NA,NA,NA,NA
"2014","-0.90","-0.58","-0.96","vloc",592244,"-0.64","-0.62",NA,NA,NA,NA,NA
"2012","-0.15","0.34","0.27","hloc",592244,"0.00","0.23",NA,NA,NA,NA,NA
"2014","0.06","0.13","-0.11","hloc",592244,"-0.22","0.17",NA,NA,NA,NA,NA
"2012","8.48","7.12","1.41","pfx_z",592244,"0.00","0.24",NA,NA,NA,NA,NA
"2014","7.41","5.42","2.44","pfx_z",592244,"6.68","-1.25",NA,NA,NA,NA,NA
"2012","8.82","6.64","1.31","pfx_x",592244,"0.00","-3.77",NA,NA,NA,NA,NA
"2014","8.14","7.48","1.57","pfx_x",592244,"8.87","-5.48",NA,NA,NA,NA,NA
"2012","93.91","82.38","83.85","maxmph",592244,"0.00","73.04",NA,NA,NA,NA,NA
"2014","93.90","84.44","87.34","maxmph",592244,"92.77","73.02",NA,NA,NA,NA,NA
"2012","91.80","80.33","82.12","mph",592244,"0.00","70.78",NA,NA,NA,NA,NA
"2014","90.96","81.71","83.66","mph",592244,"90.25","70.14",NA,NA,NA,NA,NA
"2008","4.90","6.05",NA,"bway",433579,"0.00","5.37",NA,"4.72",NA,NA,NA
"2009","5.78","4.77",NA,"bway",433579,"0.00","4.84",NA,"4.68",NA,NA,NA
"2010","6.52","5.75",NA,"bway",433579,"33.33","6.04",NA,"5.43",NA,NA,NA
"2011","5.88","4.04",NA,"bway",433579,"33.33","5.47",NA,"4.65",NA,NA,NA
"2012","4.49","5.66",NA,"bway",433579,"3.90","2.08",NA,"7.08",NA,NA,NA
"2013","8.35","4.37",NA,"bway",433579,"5.00","9.33",NA,"4.71",NA,NA,NA
"2014","6.17","5.74",NA,"bway",433579,"6.57","5.82",NA,"4.48",NA,NA,NA
"2015","5.19","4.15",NA,"bway",433579,"5.18","3.61",NA,"3.60",NA,NA,NA
"2008","-0.00","-0.39",NA,"vloc",433579,"-0.40","-0.38",NA,"-0.36",NA,NA,NA
"2009","-0.01","-0.52",NA,"vloc",433579,"0.00","-0.40",NA,"-0.25",NA,NA,NA
"2010","0.22","-0.50",NA,"vloc",433579,"-0.28","-0.34",NA,"-0.22",NA,NA,NA
"2011","-0.02","-0.55",NA,"vloc",433579,"0.13","-0.27",NA,"-0.36",NA,NA,NA
"2012","-0.06","-0.63",NA,"vloc",433579,"-0.29","-0.55",NA,"-0.14",NA,NA,NA
"2013","-0.08","-0.69",NA,"vloc",433579,"-0.24","-0.45",NA,"-0.26",NA,NA,NA
"2014","-0.03","-0.78",NA,"vloc",433579,"-0.03","-0.31",NA,"-0.21",NA,NA,NA
"2015","-0.23","-0.95",NA,"vloc",433579,"-0.23","-0.97",NA,"-0.44",NA,NA,NA
"2008","0.10","0.27",NA,"hloc",433579,"-0.38","0.11",NA,"-0.01",NA,NA,NA
"2009","-0.00","0.26",NA,"hloc",433579,"0.00","0.09",NA,"0.02",NA,NA,NA
"2010","0.06","0.42",NA,"hloc",433579,"0.24","0.34",NA,"-0.10",NA,NA,NA
"2011","0.03","0.35",NA,"hloc",433579,"0.20","0.10",NA,"-0.24",NA,NA,NA
"2012","0.18","0.26",NA,"hloc",433579,"0.28","0.29",NA,"0.26",NA,NA,NA
"2013","0.06","0.29",NA,"hloc",433579,"0.21","0.12",NA,"-0.19",NA,NA,NA
"2014","-0.01","0.19",NA,"hloc",433579,"0.11","0.05",NA,"0.04",NA,NA,NA
"2015","-0.03","0.27",NA,"hloc",433579,"0.18","0.09",NA,"-0.22",NA,NA,NA
"2008","10.78","8.87",NA,"pfx_z",433579,"8.44","-2.15",NA,"5.50",NA,NA,NA
"2009","10.39","8.35",NA,"pfx_z",433579,"0.00","-3.01",NA,"4.61",NA,NA,NA
"2010","10.15","7.04",NA,"pfx_z",433579,"7.59","-1.08",NA,"4.99",NA,NA,NA
"2011","10.25","7.30",NA,"pfx_z",433579,"7.35","-0.06",NA,"5.72",NA,NA,NA
"2012","10.68","7.71",NA,"pfx_z",433579,"8.54","0.11",NA,"6.33",NA,NA,NA
"2013","9.84","6.21",NA,"pfx_z",433579,"7.33","-0.67",NA,"5.93",NA,NA,NA
"2014","10.41","6.28",NA,"pfx_z",433579,"7.97","-1.84",NA,"6.12",NA,NA,NA
"2015","10.86","6.77",NA,"pfx_z",433579,"8.08","-1.26",NA,"7.66",NA,NA,NA
"2008","6.31","7.78",NA,"pfx_x",433579,"8.35","-3.28",NA,"-0.21",NA,NA,NA
"2009","6.32","8.13",NA,"pfx_x",433579,"0.00","-4.17",NA,"-0.66",NA,NA,NA
"2010","5.96","7.69",NA,"pfx_x",433579,"8.01","-2.94",NA,"-0.72",NA,NA,NA
"2011","6.51","7.91",NA,"pfx_x",433579,"8.59","-2.21",NA,"0.13",NA,NA,NA
"2012","6.13","8.20",NA,"pfx_x",433579,"8.11","-1.78",NA,"0.31",NA,NA,NA
"2013","6.04","7.88",NA,"pfx_x",433579,"8.83","-2.80",NA,"-0.12",NA,NA,NA
"2014","5.62","8.02",NA,"pfx_x",433579,"8.65","-2.55",NA,"-0.63",NA,NA,NA
"2015","6.74","8.97",NA,"pfx_x",433579,"9.70","-1.97",NA,"0.79",NA,NA,NA
"2008","95.96","91.79",NA,"maxmph",433579,"91.13","84.98",NA,"91.07",NA,NA,NA
"2009","96.99","87.33",NA,"maxmph",433579,"0.00","81.71",NA,"91.69",NA,NA,NA
"2010","95.50","87.49",NA,"maxmph",433579,"90.82","80.50",NA,"92.01",NA,NA,NA
"2011","95.23","87.28",NA,"maxmph",433579,"92.39","83.12",NA,"93.00",NA,NA,NA
"2012","93.49","85.71",NA,"maxmph",433579,"93.45","81.56",NA,"92.92",NA,NA,NA
"2013","92.64","83.12",NA,"maxmph",433579,"92.55","77.69",NA,"89.25",NA,NA,NA
"2014","92.87","83.81",NA,"maxmph",433579,"92.95","79.02",NA,"90.33",NA,NA,NA
"2015","93.53","85.45",NA,"maxmph",433579,"93.03","80.69",NA,"91.20",NA,NA,NA
"2008","91.86","83.25",NA,"mph",433579,"91.13","77.79",NA,"87.32",NA,NA,NA
"2009","91.16","82.82",NA,"mph",433579,"0.00","77.11",NA,"86.78",NA,NA,NA
"2010","91.97","82.97",NA,"mph",433579,"90.45","77.39",NA,"87.66",NA,NA,NA
"2011","92.24","83.87",NA,"mph",433579,"91.86","77.77",NA,"88.82",NA,NA,NA
"2012","90.97","83.43",NA,"mph",433579,"91.01","78.70",NA,"87.79",NA,NA,NA
